id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
2832,908188140,160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,970,739,0,1709,2,0,3,1,Gd,7,Maj1,0,Y,0,40,0,0,0,0,0,4,2006,WD ,137500
2459,528439030,20,RL,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1616,0,0,1616,2,0,3,1,Gd,7,Typ,0,Y,208,59,0,0,0,0,0,4,2006,WD ,232000
1360,903452025,30,RM,6291,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,Gd,Gd,BrkTil,GasA,TA,Y,SBrkr,768,0,0,768,1,0,1,1,TA,4,Typ,0,N,0,0,84,0,0,0,0,7,2008,WD ,93850
2723,905200380,30,RL,17529,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,BrkTil,GasA,Fa,N,FuseF,872,0,0,872,1,0,2,1,Fa,5,Mod,1,N,0,0,116,0,0,0,0,4,2006,WD ,105000
1350,903235100,30,RM,6324,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Fa,N,SBrkr,520,0,0,520,1,0,1,1,Fa,4,Typ,0,Y,49,0,87,0,0,0,0,5,2008,WD ,68500
136,535106190,90,RL,11600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,FuseA,1105,1169,0,2274,2,0,5,2,TA,12,Typ,0,Y,0,0,0,0,0,0,0,1,2010,WD ,154300
2235,910201050,50,RM,7288,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,BrkTil,GasA,Ex,Y,SBrkr,936,665,0,1601,2,0,3,1,TA,6,Typ,0,N,0,0,0,176,0,0,0,9,2007,WD ,129850
1993,902301130,70,RM,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,616,616,0,1232,1,0,3,1,TA,6,Typ,0,Y,280,0,143,0,0,0,0,6,2007,WD ,114000
367,527214050,20,RL,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2234,0,0,2234,2,0,1,1,Ex,9,Typ,1,Y,0,60,0,0,0,0,0,7,2009,New,501837
1309,902300215,50,RM,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Gd,Y,SBrkr,876,540,0,1416,1,1,4,1,TA,7,Typ,1,Y,418,0,194,0,0,0,0,6,2008,WD ,153900
402,527425110,20,RL,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,Y,200,0,0,0,0,0,0,7,2009,WD ,130000
1592,923203140,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1189,0,0,1189,2,0,2,1,TA,4,Typ,0,Y,0,122,0,0,0,0,0,4,2008,WD ,160500
2409,528186110,120,RL,6373,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1666,0,0,1666,2,0,2,1,Gd,6,Typ,1,Y,228,75,0,0,0,0,0,6,2006,New,310090
539,531371050,20,RL,10083,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1200,0,0,1200,2,0,2,1,Gd,5,Typ,0,Y,0,41,0,0,0,0,0,8,2009,WD ,184900
1940,535327200,20,RL,13300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,928,0,0,928,1,0,2,1,TA,4,Typ,0,Y,261,0,156,0,0,0,0,6,2007,WD ,132000
588,534129370,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1336,0,0,1336,2,0,3,1,TA,6,Typ,1,Y,312,11,0,0,0,0,650,8,2009,WD ,163000
96,533210060,160,FV,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,600,600,0,1200,2,1,2,1,Gd,4,Typ,0,Y,0,172,0,0,0,0,0,4,2010,ConLD,155000
1187,534127210,80,RL,11104,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1427,0,0,1427,2,0,4,1,TA,7,Typ,0,Y,0,0,0,0,216,0,0,5,2008,WD ,183000
2154,907280090,60,RL,15295,Pave,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1212,780,0,1992,2,1,3,1,Gd,7,Min2,2,Y,225,32,0,0,0,0,0,6,2007,WD ,211000
550,531452260,60,RL,9109,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,754,786,0,1540,2,1,3,1,Gd,6,Typ,0,Y,140,32,0,0,0,0,0,10,2009,WD ,184000
811,906226100,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,GasA,TA,Y,SBrkr,1535,0,0,1535,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,118858
124,534403410,80,RL,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,TA,TA,PConc,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,3,1,TA,6,Typ,1,Y,227,0,0,0,0,0,0,4,2010,WD ,180500
1836,533206060,120,FV,3523,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1151,0,0,1151,2,0,2,1,Gd,5,Typ,0,Y,0,60,0,0,0,0,0,2,2007,New,166000
779,905200350,80,RL,15312,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1138,0,0,1138,1,0,3,1,TA,6,Typ,1,Y,0,0,0,0,140,0,0,3,2009,COD,148000
1886,534276180,20,RL,7450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1074,0,0,1074,1,0,2,1,Gd,6,Min1,1,Y,0,72,0,0,0,0,0,1,2007,WD ,124000
1724,528186090,120,RL,7313,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1561,0,0,1561,2,0,2,1,Ex,6,Typ,1,Y,203,47,0,0,0,0,0,8,2007,WD ,277500
2450,528358030,60,RL,10019,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1358,1368,0,2726,2,1,4,1,Gd,9,Typ,1,Y,307,169,168,0,0,0,0,6,2006,WD ,350000
1013,527214030,20,RL,15401,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1884,0,0,1884,2,0,2,1,Ex,7,Typ,1,Y,214,76,0,0,0,0,0,9,2008,WD ,387000
2084,905476170,30,RL,9098,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,605,0,0,605,1,0,2,1,TA,5,Typ,0,N,0,0,144,0,0,0,0,7,2007,WD ,86000
1184,533350120,20,RL,16280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,Ex,Ex,CBlock,GasA,Ex,Y,SBrkr,1671,0,0,1671,3,0,3,1,Ex,6,Typ,1,Y,280,90,0,0,0,0,0,5,2008,WD ,290000
728,902477130,30,C (all),9392,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,TA,Fa,CBlock,GasA,TA,N,SBrkr,797,0,0,797,1,0,2,1,TA,5,Typ,0,N,0,36,94,0,0,0,0,9,2009,WD ,44000
950,914474070,60,RL,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,804,1157,0,1961,2,1,3,1,Gd,7,Typ,1,Y,125,192,0,0,0,0,0,6,2009,WD ,215000
2524,534125210,190,RL,13110,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1193,0,0,1193,2,0,2,1,TA,6,Typ,0,Y,140,153,0,0,0,0,0,7,2006,WD ,146500
2513,533223080,160,FV,2651,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,673,709,0,1382,2,1,3,1,Gd,6,Typ,0,Y,153,50,0,0,0,0,0,4,2006,WD ,165000
2028,903427040,50,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,TA,Gd,BrkTil,GasW,TA,N,SBrkr,1664,862,0,2526,2,0,5,1,Gd,10,Typ,1,Y,88,15,0,0,0,0,0,8,2007,CWD,136000
2309,526303060,20,RL,39384,Pave,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1390,0,0,1390,1,1,1,1,Ex,4,Min1,2,Y,0,189,0,0,0,0,0,10,2006,WD ,252000
51,528188120,160,RL,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,GasA,Ex,Y,SBrkr,764,862,0,1626,2,1,2,1,Gd,6,Typ,0,Y,0,27,0,0,0,0,0,6,2010,WD ,175500
699,902106010,70,RM,6406,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,TA,Y,FuseA,868,690,0,1558,1,1,3,1,TA,7,Typ,1,Y,0,36,0,0,182,0,0,10,2009,WD ,150000
1881,534252110,20,RL,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1422,0,0,1422,1,0,3,1,TA,6,Min1,1,Y,0,0,36,0,0,0,600,8,2007,WD ,139900
1345,903232090,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,TA,Y,SBrkr,1128,445,0,1573,2,0,3,1,TA,8,Typ,1,P,0,0,0,0,0,0,0,6,2008,WD ,162900
166,535457010,20,RL,10000,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1116,0,0,1116,1,1,3,1,TA,5,Typ,0,Y,0,0,0,0,385,0,0,2,2010,WD ,160000
781,905228050,20,RL,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Slab,GasA,Fa,N,SBrkr,660,0,0,660,1,0,2,1,Fa,5,Min2,0,N,0,0,100,0,0,0,0,6,2009,WD ,63900
379,527354200,20,RL,11088,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,SBrkr,1707,0,0,1707,2,0,3,1,TA,7,Typ,1,Y,0,0,0,0,0,0,0,5,2009,WD ,184000
2818,908102320,20,RL,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1466,0,0,1466,1,1,3,1,Fa,6,Typ,2,Y,0,140,0,0,100,0,0,11,2006,WD ,149900
1168,533215020,120,FV,4765,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1638,0,0,1638,2,0,2,1,Ex,5,Typ,1,Y,230,68,0,0,0,0,0,7,2008,WD ,300000
1396,905226110,190,RL,10532,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1721,0,0,1721,2,0,3,1,TA,7,Mod,2,Y,50,84,0,0,0,0,0,12,2008,WD ,145000
838,907130100,60,RL,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,928,836,0,1764,2,1,3,1,Gd,7,Typ,0,Y,276,99,0,0,0,0,0,8,2009,WD ,231500
1492,908127120,30,RL,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,3,1,TA,6,Typ,1,Y,144,0,0,0,0,0,0,7,2008,WD ,108000
637,535178040,20,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,GasA,TA,Y,SBrkr,1202,0,0,1202,1,0,3,1,TA,6,Typ,0,Y,0,35,120,0,0,0,0,11,2009,COD,120000
1826,532377140,20,RL,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,988,0,0,988,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,10,2007,WD ,128500
173,902106140,30,RM,8960,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,Gd,Y,FuseA,1028,0,0,1028,1,0,2,1,TA,5,Typ,1,Y,0,0,130,0,0,0,0,3,2010,WD ,115000
715,902301080,50,RM,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,GasA,TA,Y,SBrkr,720,564,0,1284,1,1,2,1,TA,5,Typ,0,Y,0,35,0,0,0,0,0,4,2009,WD ,110000
1183,533350090,60,RL,24572,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,GasA,TA,Y,SBrkr,1599,1345,0,2944,2,2,3,1,Gd,9,Typ,1,Y,140,70,16,0,0,0,0,6,2008,WD ,150000
2433,528235130,60,RL,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,707,707,0,1414,2,1,3,1,Gd,6,Typ,1,Y,100,35,0,0,0,0,0,10,2006,WD ,178000
2866,909282060,70,RL,12320,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,959,650,0,1609,1,1,3,1,Gd,8,Typ,2,Y,0,0,0,0,104,0,0,5,2006,WD ,199500
2311,527105060,60,RL,8238,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,813,712,0,1525,2,1,3,1,TA,6,Typ,1,Y,421,72,0,0,0,0,0,5,2006,WD ,183500
1551,910205010,80,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,Fa,TA,CBlock,GasA,Ex,Y,SBrkr,1092,564,0,1656,1,1,3,1,TA,7,Mod,1,Y,0,180,0,0,100,0,0,7,2008,WD ,126000
1049,527454120,120,RL,2529,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1055,0,0,1055,2,0,2,1,TA,4,Typ,0,Y,0,38,0,0,0,0,0,9,2008,WD ,148500
657,535376060,60,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,GasA,Ex,Y,SBrkr,676,676,0,1352,2,0,4,1,Gd,7,Typ,0,Y,187,0,128,0,0,0,0,8,2009,WD ,149000
414,527454130,160,RL,2349,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,GasA,TA,Y,SBrkr,855,601,0,1456,2,1,3,1,TA,6,Typ,1,Y,0,28,0,0,0,0,0,5,2009,WD ,137900
1181,533250160,120,RL,10846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1719,0,0,1719,1,1,1,1,Gd,6,Typ,2,Y,122,30,0,0,0,0,0,5,2008,Con,324000
1514,909100170,30,RL,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,TA,TA,CBlock,GasA,TA,N,FuseA,864,0,0,864,1,0,2,1,TA,5,Typ,0,Y,0,0,96,0,0,0,0,4,2008,WD ,98000
1040,527450110,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,483,504,0,987,1,1,2,1,TA,5,Typ,0,Y,52,0,0,0,0,0,0,2,2008,WD ,103400
216,905101100,50,RL,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Gd,N,SBrkr,780,240,0,1020,1,0,2,1,TA,6,Typ,0,N,0,0,176,0,0,0,0,5,2010,WD ,94000
1720,528181060,120,RL,4590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1554,0,0,1554,2,0,2,1,Gd,6,Typ,1,Y,156,73,0,0,0,0,0,8,2007,WD ,209500
2331,527210040,60,RL,18062,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1528,1862,0,3390,3,1,5,1,Ex,10,Typ,1,Y,204,34,0,0,0,0,0,9,2006,New,545224
204,903426200,70,RM,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,780,780,0,1560,1,1,3,1,Gd,7,Typ,0,N,344,0,0,0,168,0,0,5,2010,WD ,159900
19,527276150,20,RL,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,2,1,TA,4,Typ,0,Y,0,0,0,0,0,0,0,6,2010,WD ,141000
2438,528275080,60,RL,8658,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1008,881,0,1889,2,1,3,1,TA,9,Typ,1,Y,0,0,0,0,0,0,0,4,2006,WD ,215000
89,532378110,20,RL,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,1,3,1,TA,6,Typ,0,Y,0,104,0,0,0,0,0,4,2010,WD ,127000
240,905452160,20,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1172,0,0,1172,1,0,3,1,TA,5,Typ,0,Y,240,0,0,0,0,0,0,6,2010,WD ,128000
105,533238045,20,FV,12853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1418,0,0,1418,1,1,1,1,Gd,6,Typ,1,Y,160,192,0,224,0,0,0,4,2010,New,267916
2020,903233180,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,TA,Y,FuseA,959,408,0,1367,1,0,3,1,TA,6,Typ,1,Y,0,0,0,0,120,0,0,11,2007,WD ,127500
888,908128060,85,RL,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,Slab,GasA,Ex,Y,SBrkr,495,1427,0,1922,3,0,4,1,Gd,7,Typ,1,Y,0,0,177,0,0,0,0,7,2009,ConLD,198500
